基本色,サイトタイトル,サイトの説明,メイン画像,雨天時の注意,お祭りの説明
黄色,松戸駅西口公園盆踊り大会,松戸市根本商栄会、根本連合町会主催の盆踊り大会です。,data/main.jpg,雨天時の注意事項（雨天中止、イベントや出店は天候等により中止の場合があります）,恒例となりました松戸西口盆踊り大会をみんなで楽しみましょう。「松戸西口盆踊り大会」は、地域の団結・コミュニケーションを深める絶好の機会です。
